sublibs,solution,bound,gap,time
4,74.0,131.0,77.0,13600.0
4,74.0,131.0,77.0,13694.0
4,74.0,131.0,77.0,13752.0
4,74.0,131.0,77.0,13819.0
4,74.0,131.0,77.0,13940.0
4,74.0,131.0,77.0,14001.0
4,74.0,131.0,77.0,14073.0
4,74.0,131.0,77.0,14136.0
4,74.0,131.0,77.0,14198.0
4,74.0,131.0,77.0,14352.0
4,74.0,131.0,77.0,14418.0
4,74.0,131.0,77.0,14492.0
4,74.0,131.0,77.0,14559.0
4,74.0,131.0,77.0,14708.0
4,74.0,131.0,77.0,14776.0
4,74.0,131.0,77.0,14840.0
4,74.0,131.0,77.0,15001.0
4,74.0,131.0,77.0,15063.0
4,74.0,131.0,77.0,15127.0
4,74.0,131.0,77.0,15196.0
4,74.0,131.0,77.0,15255.0
4,74.0,131.0,77.0,15312.0
4,74.0,131.0,77.0,15482.0
4,74.0,131.0,77.0,15547.0
4,74.0,131.0,77.0,15605.0
4,74.0,131.0,77.0,15663.0
4,74.0,131.0,77.0,15717.0
4,74.0,131.0,77.0,15779.0
4,74.0,131.0,77.0,15916.0
4,74.0,131.0,77.0,15973.0
4,74.0,131.0,77.0,16031.0
4,74.0,131.0,77.0,16088.0
4,74.0,131.0,77.0,16145.0
4,74.0,131.0,77.0,16522.0
4,74.0,131.0,77.0,16582.0
4,74.0,131.0,77.0,16646.0
4,74.0,131.0,77.0,16702.0
4,74.0,131.0,77.0,16763.0
4,74.0,131.0,77.0,16820.0
4,74.0,131.0,77.0,16879.0
4,74.0,131.0,77.0,16986.0
4,74.0,131.0,77.0,17051.0
4,74.0,131.0,77.0,17107.0
4,74.0,131.0,77.0,17161.0
4,74.0,131.0,77.0,17214.0
4,74.0,131.0,77.0,17265.0
4,74.0,131.0,77.0,17320.0
4,74.0,131.0,77.0,17558.0
4,74.0,131.0,77.0,17618.0
4,74.0,131.0,77.0,17674.0
4,74.0,131.0,77.0,17729.0
4,74.0,131.0,77.0,17783.0
4,74.0,131.0,77.0,17840.0
4,74.0,131.0,77.0,17893.0
4,74.0,131.0,77.0,17946.0
4,74.0,131.0,77.0,18082.0
4,74.0,131.0,77.0,18136.0
4,74.0,131.0,77.0,18195.0
4,74.0,131.0,77.0,18262.0
4,74.0,131.0,77.0,18318.0
4,74.0,131.0,77.0,18374.0
4,74.0,131.0,77.0,18518.0
4,74.0,131.0,77.0,18574.0
4,74.0,131.0,77.0,18630.0
4,74.0,131.0,77.0,18688.0
4,74.0,131.0,77.0,18861.0
4,74.0,131.0,77.0,18925.0
4,74.0,131.0,77.0,18977.0
4,74.0,131.0,77.0,19031.0
4,74.0,131.0,77.0,19258.0
4,74.0,131.0,77.0,19315.0
4,74.0,131.0,77.0,19372.0
4,74.0,131.0,77.0,19426.0
4,74.0,131.0,77.0,19558.0
4,74.0,131.0,77.0,19614.0
4,74.0,131.0,77.0,19668.0
4,74.0,131.0,77.0,19862.0
4,74.0,131.0,77.0,19919.0
4,74.0,131.0,77.0,19974.0
4,74.0,131.0,77.0,20067.0
4,74.0,131.0,77.0,20121.0
4,74.0,131.0,77.0,20174.0
4,74.0,131.0,77.0,20296.0
4,74.0,131.0,77.0,20362.0
4,74.0,131.0,77.0,20417.0
4,74.0,131.0,77.0,20616.0
4,74.0,131.0,77.0,20680.0
4,74.0,131.0,77.0,20734.0
4,74.0,131.0,77.0,20794.0
4,74.0,131.0,77.0,20891.0
4,74.0,131.0,77.0,20947.0
4,74.0,131.0,77.0,21004.0
4,74.0,131.0,77.0,21261.0
4,74.0,131.0,77.0,21317.0
4,74.0,131.0,77.0,21373.0
4,74.0,131.0,77.0,21432.0
4,74.0,131.0,77.0,21489.0
4,74.0,131.0,77.0,21546.0
4,74.0,131.0,77.0,21609.0
4,74.0,131.0,77.0,21804.0
4,74.0,131.0,77.0,21866.0
4,74.0,131.0,77.0,21922.0
4,74.0,131.0,77.0,21977.0
4,74.0,131.0,77.0,22138.0
4,74.0,131.0,77.0,22207.0
4,74.0,131.0,77.0,22270.0
4,74.0,131.0,77.0,22351.0
4,74.0,131.0,77.0,22405.0
4,74.0,131.0,77.0,22467.0
4,74.0,131.0,77.0,22602.0
4,74.0,131.0,77.0,22660.0
4,74.0,131.0,77.0,22719.0
4,74.0,131.0,77.0,22778.0
4,74.0,131.0,77.0,22851.0
4,74.0,131.0,77.0,22906.0
4,74.0,131.0,77.0,23024.0
4,74.0,131.0,77.0,23084.0
4,74.0,131.0,77.0,23139.0
4,74.0,131.0,77.0,23273.0
4,74.0,131.0,77.0,23333.0
4,74.0,131.0,77.0,23388.0
4,74.0,131.0,77.0,23447.0
4,74.0,131.0,77.0,23632.0
4,74.0,131.0,77.0,23691.0
4,74.0,131.0,77.0,23751.0
4,74.0,131.0,77.0,23921.0
4,74.0,131.0,77.0,23980.0
4,74.0,131.0,77.0,24072.0
4,74.0,131.0,77.0,24136.0
4,74.0,131.0,77.0,24246.0
4,74.0,131.0,77.0,24306.0
4,74.0,131.0,77.0,24363.0
4,74.0,131.0,77.0,24429.0
4,74.0,131.0,77.0,24483.0
4,74.0,131.0,77.0,24560.0
4,74.0,131.0,77.0,24624.0
4,74.0,131.0,77.0,24677.0
4,74.0,131.0,77.0,24752.0
4,74.0,131.0,77.0,24806.0
4,74.0,131.0,77.0,24859.0
4,74.0,131.0,77.0,25050.0
4,74.0,131.0,77.0,25105.0
4,74.0,131.0,77.0,25156.0
4,74.0,131.0,77.0,25207.0
4,74.0,131.0,77.0,25272.0
4,74.0,131.0,77.0,25325.0
4,74.0,131.0,77.0,25380.0
4,74.0,131.0,77.0,25437.0
4,74.0,131.0,77.0,25606.0
4,74.0,131.0,77.0,25666.0
4,74.0,131.0,77.0,25758.0
4,74.0,131.0,77.0,25811.0
4,74.0,131.0,77.0,25865.0
4,74.0,131.0,77.0,25916.0
4,74.0,131.0,77.0,25963.0
4,74.0,131.0,77.0,26071.0
4,74.0,131.0,77.0,26121.0
4,74.0,131.0,77.0,26172.0
4,74.0,131.0,77.0,26223.0
4,74.0,131.0,77.0,26329.0
4,74.0,131.0,77.0,26380.0
4,74.0,131.0,77.0,26562.0
4,74.0,131.0,77.0,26614.0
4,74.0,131.0,77.0,26664.0
4,74.0,131.0,77.0,26712.0
4,74.0,131.0,77.0,26759.0
4,74.0,131.0,77.0,26809.0
4,74.0,131.0,77.0,26879.0
4,74.0,131.0,77.0,26929.0
4,74.0,131.0,77.0,27003.0
4,74.0,131.0,77.0,27055.0
4,74.0,131.0,77.0,27181.0
4,74.0,131.0,77.0,27237.0
4,74.0,131.0,77.0,27286.0
4,74.0,131.0,77.0,27335.0
4,74.0,131.0,77.0,27382.0
4,74.0,131.0,77.0,27465.0
4,74.0,131.0,77.0,27513.0
4,74.0,131.0,77.0,27599.0
4,74.0,131.0,77.0,27650.0
4,74.0,131.0,77.0,27701.0
4,74.0,131.0,77.0,27790.0
4,74.0,131.0,77.0,27842.0
4,74.0,131.0,77.0,27980.0
4,74.0,131.0,77.0,28039.0
4,74.0,131.0,77.0,28091.0
4,74.0,131.0,77.0,28142.0
4,74.0,131.0,77.0,28198.0
4,74.0,131.0,77.0,28251.0
4,74.0,131.0,77.0,28314.0
4,74.0,131.0,77.0,28365.0
4,74.0,131.0,77.0,28415.0
4,74.0,131.0,77.0,28542.0
4,74.0,131.0,77.0,28594.0
4,74.0,131.0,77.0,28645.0
4,74.0,131.0,77.0,28701.0
4,74.0,131.0,77.0,28875.0
4,74.0,131.0,77.0,28927.0
4,74.0,131.0,77.0,28982.0
4,74.0,131.0,77.0,29033.0
4,74.0,131.0,77.0,29083.0
4,74.0,131.0,77.0,29200.0
4,74.0,131.0,77.0,29253.0
4,74.0,131.0,77.0,29303.0
4,74.0,131.0,77.0,29356.0
4,74.0,131.0,77.0,29419.0
4,74.0,131.0,77.0,29468.0
4,74.0,131.0,77.0,29534.0
4,74.0,131.0,77.0,29587.0
4,74.0,131.0,77.0,29637.0
4,74.0,131.0,77.0,29685.0
4,74.0,131.0,77.0,29809.0
4,74.0,131.0,77.0,29860.0
4,74.0,131.0,77.0,29909.0
4,74.0,131.0,77.0,29961.0
4,74.0,131.0,77.0,30119.0
4,74.0,131.0,77.0,30172.0
4,74.0,131.0,77.0,30225.0
4,74.0,131.0,77.0,30276.0
4,74.0,131.0,77.0,30357.0
4,74.0,131.0,77.0,30407.0
4,74.0,131.0,77.0,30459.0
4,74.0,131.0,77.0,30623.0
4,74.0,131.0,77.0,30677.0
4,74.0,131.0,77.0,30729.0
4,74.0,131.0,77.0,30778.0
4,74.0,131.0,77.0,30827.0
4,74.0,131.0,77.0,30874.0
4,74.0,131.0,77.0,30969.0
4,74.0,131.0,77.0,31017.0
4,74.0,131.0,77.0,31064.0
4,74.0,131.0,77.0,31225.0
4,74.0,131.0,77.0,31274.0
4,74.0,131.0,77.0,31321.0
4,74.0,131.0,77.0,31374.0
4,74.0,131.0,77.0,31421.0
4,74.0,131.0,77.0,31678.0
4,74.0,131.0,77.0,31728.0
4,74.0,131.0,77.0,31778.0
4,74.0,131.0,77.0,31828.0
4,74.0,131.0,77.0,31877.0
4,74.0,131.0,77.0,31925.0
4,74.0,131.0,77.0,31969.0
4,74.0,131.0,77.0,32064.0
4,74.0,131.0,77.0,32114.0
4,74.0,131.0,77.0,32161.0
4,74.0,131.0,77.0,32250.0
4,74.0,131.0,77.0,32297.0
4,74.0,131.0,77.0,32358.0
4,74.0,131.0,77.0,32403.0
4,74.0,131.0,77.0,32506.0
4,74.0,131.0,77.0,32558.0
4,74.0,131.0,77.0,32605.0
4,74.0,131.0,77.0,32650.0
4,74.0,131.0,77.0,32728.0
4,74.0,131.0,77.0,32776.0
4,74.0,131.0,77.0,32822.0
4,74.0,131.0,77.0,32872.0
4,74.0,131.0,77.0,32977.0
4,74.0,131.0,77.0,33031.0
4,74.0,131.0,77.0,33080.0
4,74.0,131.0,77.0,33125.0
4,74.0,131.0,77.0,33168.0
4,74.0,131.0,77.0,33215.0
4,74.0,131.0,77.0,33382.0
4,74.0,131.0,77.0,33428.0
4,74.0,131.0,77.0,33472.0
4,74.0,131.0,77.0,33518.0
4,74.0,131.0,77.0,33577.0
4,74.0,131.0,77.0,33624.0
4,74.0,131.0,77.0,33668.0
4,74.0,131.0,77.0,33745.0
4,74.0,131.0,77.0,33791.0
4,74.0,131.0,77.0,33837.0
4,74.0,131.0,77.0,33883.0
4,74.0,131.0,77.0,34024.0
4,74.0,131.0,77.0,34073.0
4,74.0,131.0,77.0,34121.0
4,74.0,131.0,77.0,34269.0
4,74.0,131.0,77.0,34317.0
4,74.0,131.0,77.0,34365.0
4,74.0,131.0,77.0,34411.0
4,74.0,131.0,77.0,34459.0
4,74.0,131.0,77.0,34505.0
4,74.0,131.0,77.0,34628.0
4,74.0,131.0,77.0,34679.0
4,74.0,131.0,77.0,34724.0
4,74.0,131.0,77.0,34768.0
4,74.0,131.0,77.0,34897.0
4,74.0,131.0,77.0,34942.0
4,74.0,131.0,77.0,34986.0
4,74.0,131.0,77.0,35030.0
4,74.0,131.0,77.0,35079.0
4,74.0,131.0,77.0,35124.0
4,74.0,131.0,77.0,35178.0
4,74.0,131.0,77.0,35246.0
4,74.0,131.0,77.0,35292.0
4,74.0,131.0,77.0,35343.0
4,74.0,131.0,77.0,35387.0
4,74.0,131.0,77.0,35528.0
4,74.0,131.0,77.0,35576.0
4,74.0,131.0,77.0,35623.0
4,74.0,131.0,77.0,35666.0
4,74.0,131.0,77.0,35820.0
4,74.0,131.0,77.0,35867.0
4,74.0,131.0,77.0,35916.0
4,74.0,131.0,77.0,35962.0
4,74.0,131.0,77.0,36007.0
4,74.0,131.0,77.0,36052.0
4,74.0,131.0,77.0,36268.0
4,74.0,131.0,77.0,36314.0
4,74.0,131.0,77.0,36552.0
4,74.0,131.0,77.0,36607.0
4,74.0,131.0,77.0,36657.0
4,74.0,131.0,77.0,36709.0
4,74.0,131.0,77.0,36754.0
4,74.0,131.0,77.0,36797.0
4,74.0,131.0,77.0,36964.0
4,74.0,131.0,77.0,37012.0
4,74.0,131.0,77.0,37057.0
4,74.0,131.0,77.0,37101.0
4,74.0,131.0,77.0,37540.0
4,74.0,131.0,77.0,37586.0
4,74.0,131.0,77.0,37633.0
4,74.0,131.0,77.0,37677.0
4,74.0,131.0,77.0,37721.0
4,74.0,131.0,77.0,37764.0
4,74.0,131.0,77.0,37808.0
4,74.0,131.0,77.0,37852.0
4,74.0,131.0,77.0,37897.0
4,74.0,131.0,77.0,37941.0
4,74.0,131.0,77.0,37997.0
4,74.0,131.0,77.0,38205.0
4,74.0,131.0,77.0,38257.0
4,74.0,131.0,77.0,38349.0
4,74.0,131.0,77.0,38400.0
4,74.0,131.0,77.0,38482.0
4,74.0,131.0,77.0,38532.0
4,74.0,131.0,77.0,38583.0
4,74.0,131.0,77.0,38715.0
4,74.0,131.0,77.0,38767.0
4,74.0,131.0,77.0,38818.0
4,74.0,131.0,77.0,38869.0
4,74.0,131.0,77.0,38918.0
4,74.0,131.0,77.0,39096.0
4,74.0,131.0,77.0,39148.0
4,74.0,131.0,77.0,39199.0
4,74.0,131.0,77.0,39257.0
4,74.0,131.0,77.0,39483.0
4,74.0,131.0,77.0,39534.0
4,74.0,131.0,77.0,39586.0
4,74.0,131.0,77.0,39635.0
4,74.0,131.0,77.0,39684.0
4,74.0,131.0,77.0,39866.0
4,74.0,131.0,77.0,39916.0
4,74.0,131.0,77.0,40179.0
4,74.0,131.0,77.0,40233.0
4,74.0,131.0,77.0,40283.0
4,74.0,131.0,77.0,40332.0
4,74.0,131.0,77.0,40389.0
4,74.0,131.0,77.0,40548.0
4,74.0,131.0,77.0,40599.0
4,74.0,131.0,77.0,40646.0
4,74.0,131.0,77.0,40773.0
4,74.0,131.0,77.0,40825.0
4,74.0,131.0,77.0,40875.0
4,74.0,131.0,77.0,40923.0
4,74.0,131.0,77.0,41049.0
4,74.0,131.0,77.0,41097.0
4,74.0,131.0,77.0,41150.0
4,74.0,131.0,77.0,41199.0
4,74.0,131.0,77.0,41296.0
4,74.0,131.0,77.0,41346.0
4,74.0,131.0,77.0,41395.0
4,74.0,131.0,77.0,41443.0
4,74.0,131.0,77.0,41522.0
4,74.0,131.0,77.0,41568.0
4,74.0,131.0,77.0,41615.0
4,74.0,131.0,77.0,41676.0
4,74.0,131.0,77.0,41723.0
4,74.0,131.0,77.0,41804.0
4,74.0,131.0,77.0,41853.0
4,74.0,131.0,77.0,41901.0
4,74.0,131.0,77.0,41949.0
4,74.0,131.0,77.0,42075.0
4,74.0,131.0,77.0,42124.0
4,74.0,131.0,77.0,42171.0
4,74.0,131.0,77.0,42268.0
4,74.0,131.0,77.0,42315.0
4,74.0,131.0,77.0,42360.0
4,74.0,131.0,77.0,42406.0
4,74.0,131.0,77.0,42452.0
4,74.0,131.0,77.0,42495.0
4,74.0,131.0,77.0,42648.0
4,74.0,131.0,77.0,42695.0
4,74.0,131.0,77.0,42743.0
4,74.0,131.0,77.0,42800.0
4,74.0,131.0,77.0,42903.0
4,74.0,131.0,77.0,42967.0
4,74.0,131.0,77.0,43013.0
4,74.0,131.0,77.0,43057.0
4,74.0,131.0,77.0,43173.0
4,74.0,131.0,77.0,43220.0
4,74.0,131.0,77.0,43265.0
4,74.0,131.0,77.0,43426.0
4,74.0,131.0,77.0,43475.0
4,74.0,131.0,77.0,43525.0
4,74.0,131.0,77.0,43570.0
4,74.0,131.0,77.0,43615.0
4,74.0,131.0,77.0,43665.0
4,74.0,131.0,77.0,43774.0
4,74.0,131.0,77.0,43823.0
4,74.0,131.0,77.0,43871.0
4,74.0,131.0,77.0,43976.0
4,74.0,131.0,77.0,44023.0
4,74.0,131.0,77.0,44068.0
4,74.0,131.0,77.0,44114.0
4,74.0,131.0,77.0,44228.0
4,74.0,131.0,77.0,44275.0
4,74.0,131.0,77.0,44319.0
4,74.0,131.0,77.0,44364.0
4,74.0,131.0,77.0,44408.0
4,74.0,131.0,77.0,44668.0
4,74.0,131.0,77.0,44716.0
4,74.0,131.0,77.0,44763.0
4,74.0,131.0,77.0,44808.0
4,74.0,131.0,77.0,44854.0
4,74.0,131.0,77.0,44898.0
4,74.0,131.0,77.0,45068.0
4,74.0,131.0,77.0,45116.0
4,74.0,131.0,77.0,45163.0
4,74.0,131.0,77.0,45207.0
4,74.0,131.0,77.0,45331.0
4,74.0,131.0,77.0,45380.0
4,74.0,131.0,77.0,45429.0
4,74.0,131.0,77.0,45483.0
4,74.0,131.0,77.0,45527.0
4,74.0,131.0,77.0,45663.0
4,74.0,131.0,77.0,45709.0
4,74.0,131.0,77.0,45758.0
4,74.0,131.0,77.0,45802.0
4,74.0,131.0,77.0,45912.0
4,74.0,131.0,77.0,45958.0
4,74.0,131.0,77.0,46002.0
4,74.0,131.0,77.0,46045.0
4,74.0,131.0,77.0,46086.0
4,74.0,131.0,77.0,46155.0
4,74.0,131.0,77.0,46206.0
4,74.0,131.0,77.0,46248.0
4,74.0,131.0,77.0,46407.0
4,74.0,131.0,77.0,46454.0
4,74.0,131.0,77.0,46498.0
4,74.0,131.0,77.0,46539.0
4,74.0,131.0,77.0,46615.0
4,74.0,131.0,77.0,46658.0
4,74.0,131.0,77.0,46700.0
4,74.0,131.0,77.0,46802.0
4,74.0,131.0,77.0,46847.0
4,74.0,131.0,77.0,46952.0
4,74.0,131.0,77.0,46998.0
4,74.0,131.0,77.0,47053.0
4,74.0,131.0,77.0,47097.0
4,74.0,131.0,77.0,47257.0
4,74.0,131.0,77.0,47302.0
4,74.0,131.0,77.0,47345.0
4,74.0,131.0,77.0,47392.0
4,74.0,131.0,77.0,47437.0
4,74.0,131.0,77.0,47478.0
4,74.0,131.0,77.0,47518.0
4,74.0,131.0,77.0,47579.0
4,74.0,131.0,77.0,47726.0
4,74.0,131.0,77.0,47802.0
4,74.0,131.0,77.0,47851.0
4,74.0,131.0,77.0,47993.0
4,74.0,131.0,77.0,48042.0
4,74.0,131.0,77.0,48090.0
4,74.0,131.0,77.0,48134.0
4,74.0,131.0,77.0,48182.0
4,74.0,131.0,77.0,48337.0
4,74.0,131.0,77.0,48382.0
4,74.0,131.0,77.0,48425.0
4,74.0,131.0,77.0,48489.0
4,74.0,131.0,77.0,48534.0
4,74.0,131.0,77.0,48577.0
4,74.0,131.0,77.0,48755.0
4,74.0,131.0,77.0,48808.0
4,74.0,131.0,77.0,48853.0
4,74.0,131.0,77.0,48896.0
4,74.0,131.0,77.0,48939.0
4,74.0,131.0,77.0,48981.0
4,74.0,131.0,77.0,49054.0
4,74.0,131.0,77.0,49097.0
4,74.0,131.0,77.0,49204.0
4,74.0,131.0,77.0,49249.0
4,74.0,131.0,77.0,49292.0
4,74.0,131.0,77.0,49337.0
4,74.0,131.0,77.0,49377.0
4,74.0,131.0,77.0,49486.0
4,74.0,131.0,77.0,49530.0
4,74.0,131.0,77.0,49574.0
4,74.0,131.0,77.0,49751.0
4,74.0,131.0,77.0,49795.0
4,74.0,131.0,77.0,49932.0
4,74.0,131.0,77.0,49978.0
4,74.0,131.0,77.0,50021.0
4,74.0,131.0,77.0,50065.0
4,74.0,131.0,77.0,50105.0
4,74.0,131.0,77.0,50146.0
4,74.0,131.0,77.0,50219.0
4,74.0,131.0,77.0,50262.0
4,74.0,131.0,77.0,50310.0
4,74.0,131.0,77.0,50351.0
4,74.0,131.0,77.0,50392.0
4,74.0,131.0,77.0,50541.0
4,74.0,131.0,77.0,50583.0
4,74.0,131.0,77.0,50627.0
4,74.0,131.0,77.0,50670.0
4,74.0,131.0,77.0,50861.0
4,74.0,131.0,77.0,50906.0
4,74.0,131.0,77.0,50948.0
4,74.0,131.0,77.0,50992.0
4,74.0,131.0,77.0,51031.0
4,74.0,131.0,77.0,51257.0
4,74.0,131.0,77.0,51301.0
4,74.0,131.0,77.0,51347.0
4,74.0,131.0,77.0,51387.0
4,74.0,131.0,77.0,51430.0
4,74.0,131.0,77.0,51470.0
4,74.0,131.0,77.0,51509.0
4,74.0,131.0,77.0,51549.0
4,74.0,131.0,77.0,51588.0
4,74.0,131.0,77.0,51628.0
4,74.0,131.0,77.0,51667.0
4,74.0,131.0,77.0,51741.0
4,74.0,131.0,77.0,51784.0
4,74.0,131.0,77.0,51833.0
4,74.0,131.0,77.0,51872.0
4,74.0,131.0,77.0,52167.0
4,74.0,131.0,77.0,52213.0
4,74.0,131.0,77.0,52257.0
4,74.0,131.0,77.0,52298.0
4,74.0,131.0,77.0,52340.0
4,74.0,131.0,77.0,52381.0
4,74.0,131.0,77.0,52424.0
4,74.0,131.0,77.0,52534.0
4,74.0,131.0,77.0,52576.0
4,74.0,131.0,77.0,52616.0
4,74.0,131.0,77.0,52703.0
4,74.0,131.0,77.0,52746.0
4,74.0,131.0,77.0,52787.0
4,74.0,131.0,77.0,52953.0
4,74.0,131.0,77.0,52997.0
4,74.0,131.0,77.0,53039.0
4,74.0,131.0,77.0,53080.0
4,74.0,131.0,77.0,53120.0
4,74.0,131.0,77.0,53251.0
4,74.0,131.0,77.0,53295.0
4,74.0,131.0,77.0,53338.0
4,74.0,131.0,77.0,53379.0
4,74.0,131.0,77.0,53380.0
4,74.0,131.0,77.0,53541.0
4,74.0,131.0,77.0,53587.0
4,74.0,131.0,77.0,53631.0
4,74.0,131.0,77.0,53673.0
4,74.0,131.0,77.0,53714.0
4,74.0,131.0,77.0,53754.0
4,74.0,131.0,77.0,53796.0
4,74.0,131.0,77.0,53917.0
4,74.0,131.0,77.0,53959.0
4,74.0,131.0,77.0,54001.0
4,74.0,131.0,77.0,54042.0
4,74.0,131.0,77.0,54083.0
4,74.0,131.0,77.0,54195.0
4,74.0,131.0,77.0,54236.0
4,74.0,131.0,77.0,54300.0
4,74.0,131.0,77.0,54342.0
4,74.0,131.0,77.0,54384.0
4,74.0,131.0,77.0,54519.0
4,74.0,131.0,77.0,54565.0
4,74.0,131.0,77.0,54606.0
4,74.0,131.0,77.0,54648.0
4,74.0,131.0,77.0,54704.0
4,74.0,131.0,77.0,54746.0
4,74.0,131.0,77.0,54788.0
4,74.0,131.0,77.0,54932.0
4,74.0,131.0,77.0,54987.0
4,74.0,131.0,77.0,55128.0
4,74.0,131.0,77.0,55177.0
4,74.0,131.0,77.0,55223.0
4,74.0,131.0,77.0,55267.0
4,74.0,131.0,77.0,55314.0
4,74.0,131.0,77.0,55613.0
4,74.0,131.0,77.0,55660.0
4,74.0,131.0,77.0,55705.0
4,74.0,131.0,77.0,55748.0
4,74.0,131.0,77.0,55790.0
4,74.0,131.0,77.0,55830.0
4,74.0,131.0,77.0,55877.0
4,74.0,131.0,77.0,55914.0
4,74.0,131.0,77.0,55951.0
4,74.0,131.0,77.0,55988.0
4,74.0,131.0,77.0,56025.0
4,74.0,131.0,77.0,56062.0
4,74.0,131.0,77.0,56180.0
4,74.0,131.0,77.0,56221.0
4,74.0,131.0,77.0,56263.0
4,74.0,131.0,77.0,56302.0
4,74.0,131.0,77.0,56342.0
4,74.0,131.0,77.0,56379.0
4,74.0,131.0,77.0,56482.0
4,74.0,131.0,77.0,56522.0
4,74.0,131.0,77.0,56561.0
4,74.0,131.0,77.0,56699.0
4,74.0,131.0,77.0,56833.0
4,74.0,131.0,77.0,56880.0
4,74.0,131.0,77.0,56922.0
4,74.0,131.0,77.0,56963.0
4,74.0,131.0,77.0,57022.0
4,74.0,131.0,77.0,57065.0
4,74.0,131.0,77.0,57182.0
4,74.0,131.0,77.0,57226.0
4,74.0,131.0,77.0,57270.0
4,74.0,131.0,77.0,57318.0
4,74.0,131.0,77.0,57421.0
4,74.0,131.0,77.0,57465.0
4,74.0,131.0,77.0,57507.0
4,74.0,131.0,77.0,57550.0
4,74.0,131.0,77.0,57678.0
4,74.0,131.0,77.0,57722.0
4,74.0,131.0,77.0,57763.0
4,74.0,131.0,77.0,57801.0
4,74.0,131.0,77.0,57904.0
4,74.0,131.0,77.0,57944.0
4,74.0,131.0,77.0,57983.0
4,74.0,131.0,77.0,58090.0
4,74.0,131.0,77.0,58138.0
4,74.0,131.0,77.0,58182.0
4,74.0,131.0,77.0,58223.0
4,74.0,131.0,77.0,58264.0
4,74.0,131.0,77.0,58359.0
4,74.0,131.0,77.0,58399.0
4,74.0,131.0,77.0,58437.0
4,74.0,131.0,77.0,58541.0
4,74.0,131.0,77.0,58580.0
4,74.0,131.0,77.0,58618.0
4,74.0,131.0,77.0,58658.0
4,74.0,131.0,77.0,58694.0
4,74.0,131.0,77.0,58768.0
4,74.0,131.0,77.0,58807.0
4,74.0,131.0,77.0,58847.0
4,74.0,131.0,77.0,58971.0
4,74.0,131.0,77.0,59014.0
4,74.0,131.0,77.0,59056.0
4,74.0,131.0,77.0,59097.0
4,74.0,131.0,77.0,59137.0
4,74.0,131.0,77.0,59603.0
4,74.0,131.0,77.0,59647.0
4,74.0,131.0,77.0,59691.0
4,74.0,131.0,77.0,59733.0
4,74.0,131.0,77.0,59785.0
4,74.0,131.0,77.0,59825.0
4,74.0,131.0,77.0,59862.0
4,74.0,131.0,77.0,59901.0
4,74.0,131.0,77.0,59939.0
4,74.0,131.0,77.0,59979.0
4,74.0,131.0,77.0,60108.0
4,74.0,131.0,77.0,60152.0
4,74.0,131.0,77.0,60194.0
4,74.0,131.0,77.0,60237.0
4,74.0,131.0,77.0,60281.0
4,74.0,131.0,77.0,60322.0
4,74.0,131.0,77.0,60367.0
4,74.0,131.0,77.0,60618.0
4,74.0,131.0,77.0,60661.0
4,74.0,131.0,77.0,60701.0
4,74.0,131.0,77.0,60741.0
4,74.0,131.0,77.0,60779.0
4,74.0,131.0,77.0,60819.0
4,74.0,131.0,77.0,60859.0
4,74.0,131.0,77.0,60902.0
4,74.0,131.0,77.0,60943.0
4,74.0,131.0,77.0,60983.0
4,74.0,131.0,77.0,61021.0
4,74.0,131.0,77.0,61059.0
4,74.0,131.0,77.0,61277.0
4,74.0,131.0,77.0,61319.0
4,74.0,131.0,77.0,61363.0
4,74.0,131.0,77.0,61402.0
4,74.0,131.0,77.0,61441.0
4,74.0,131.0,77.0,61485.0
4,74.0,131.0,77.0,61527.0
4,74.0,131.0,77.0,61569.0
4,74.0,131.0,77.0,61694.0
4,74.0,131.0,77.0,61738.0
4,74.0,131.0,77.0,61778.0
4,74.0,131.0,77.0,61818.0
4,74.0,131.0,77.0,61860.0
4,74.0,131.0,77.0,61990.0
4,74.0,131.0,77.0,62034.0
4,74.0,131.0,77.0,62077.0
4,74.0,131.0,77.0,62118.0
4,74.0,131.0,77.0,62157.0
4,74.0,131.0,77.0,62198.0
4,74.0,131.0,77.0,62492.0
4,74.0,131.0,77.0,62537.0
4,74.0,131.0,77.0,62580.0
4,74.0,131.0,77.0,62622.0
4,74.0,131.0,77.0,62664.0
4,74.0,131.0,77.0,62706.0
4,74.0,131.0,77.0,62760.0
4,74.0,131.0,77.0,62801.0
4,74.0,131.0,77.0,62843.0
4,74.0,131.0,77.0,62983.0
4,74.0,131.0,77.0,63030.0
4,74.0,131.0,77.0,63073.0
4,74.0,131.0,77.0,63116.0
4,74.0,131.0,77.0,63159.0
4,74.0,131.0,77.0,63199.0
4,74.0,131.0,77.0,63240.0
4,74.0,131.0,77.0,63369.0
4,74.0,131.0,77.0,63414.0
4,74.0,131.0,77.0,63454.0
4,74.0,131.0,77.0,63503.0
4,74.0,131.0,77.0,63543.0
4,74.0,131.0,77.0,63635.0
4,74.0,131.0,77.0,63676.0
4,74.0,131.0,77.0,63717.0
4,74.0,131.0,77.0,63871.0
4,74.0,131.0,77.0,63918.0
4,74.0,131.0,77.0,63966.0
4,74.0,131.0,77.0,64011.0
4,74.0,131.0,77.0,64055.0
4,74.0,131.0,77.0,64102.0
4,74.0,131.0,77.0,64183.0
4,74.0,131.0,77.0,64268.0
4,74.0,131.0,77.0,64421.0
