sublibs,solution,bound,gap,time
2,48.0,92.69697,93.1,980.0
2,48.0,92.69697,93.1,985.0
2,48.0,92.69697,93.1,991.0
2,48.0,92.69697,93.1,996.0
2,48.0,92.69697,93.1,1000.0
2,48.0,92.69697,93.1,1006.0
2,48.0,92.69697,93.1,1011.0
2,48.0,90.50656,88.6,1016.0
2,48.0,90.50656,88.6,1021.0
2,48.0,90.50656,88.6,1025.0
2,48.0,90.50656,88.6,1031.0
2,48.0,90.50656,88.6,1037.0
2,48.0,90.50656,88.6,1051.0
2,48.0,90.50656,88.6,1055.0
2,48.0,90.50656,88.6,1062.0
2,48.0,90.50656,88.6,1065.0
2,48.0,90.50656,88.6,1074.0
2,48.0,90.50656,88.6,1078.0
2,48.0,90.50656,88.6,1083.0
2,48.0,90.50656,88.6,1088.0
2,48.0,90.50656,88.6,1093.0
2,48.0,88.97601,85.4,1098.0
2,48.0,88.97601,85.4,1103.0
2,48.0,88.97601,85.4,1108.0
2,48.0,88.97601,85.4,1114.0
2,48.0,88.97601,85.4,1120.0
2,48.0,88.97601,85.4,1126.0
2,48.0,88.97601,85.4,1132.0
2,48.0,88.97601,85.4,1139.0
2,48.0,88.97601,85.4,1146.0
2,48.0,88.97601,85.4,1154.0
2,48.0,88.97601,85.4,1161.0
2,48.0,88.97601,85.4,1168.0
2,48.0,83.60363,74.2,1176.0
2,48.0,83.60363,74.2,1186.0
2,48.0,83.60075,74.2,1195.0
2,48.0,83.60075,74.2,1203.0
2,48.0,83.60075,74.2,1212.0
2,48.0,83.10909,73.1,1221.0
2,48.0,82.77202,72.4,1230.0
2,48.0,82.44483,71.8,1240.0
2,48.0,82.11657,71.1,1250.0
2,48.0,82.11657,71.1,1260.0
2,48.0,81.97381,70.8,1270.0
2,48.0,81.97381,70.8,1282.0
2,48.0,81.07671,68.9,1293.0
2,48.0,80.97424,68.7,1307.0
2,48.0,80.97424,68.7,1318.0
2,48.0,80.97424,68.7,1330.0
2,48.0,80.67806,68.1,1344.0
2,48.0,80.06333,66.8,1378.0
2,48.0,80.06333,66.8,1395.0
2,48.0,79.84997,66.4,1412.0
2,48.0,79.84997,66.4,1429.0
2,48.0,79.49665,65.6,1447.0
2,48.0,79.26925,65.1,1468.0
2,48.0,78.78816,64.1,1486.0
2,48.0,78.76485,64.1,1507.0
2,48.0,78.44971,63.4,1526.0
2,48.0,78.28838,63.1,1545.0
2,48.0,78.07243,62.7,1567.0
2,48.0,77.92673,62.3,1593.0
2,48.0,77.61516,61.7,1616.0
2,48.0,77.26215,61.0,1667.0
2,48.0,77.1496,60.7,1694.0
2,48.0,76.94373,60.3,1720.0
2,48.0,76.81669,60.0,1749.0
2,48.0,76.72612,59.8,1774.0
2,48.0,76.39953,59.2,1804.0
2,48.0,76.21452,58.8,1827.0
2,48.0,76.21452,58.8,1850.0
2,48.0,76.0186,58.4,1874.0
2,48.0,75.66225,57.6,1896.0
2,48.0,75.57558,57.4,1920.0
2,48.0,75.53246,57.4,1942.0
2,48.0,75.43085,57.1,1969.0
2,48.0,75.32514,56.9,1993.0
2,48.0,75.14704,56.6,2019.0
2,48.0,75.04469,56.3,2042.0
2,48.0,74.88402,56.0,2084.0
2,48.0,74.71747,55.7,2108.0
2,48.0,74.62465,55.5,2135.0
2,48.0,74.4807,55.2,2157.0
2,48.0,74.45436,55.1,2183.0
2,48.0,74.22124,54.6,2206.0
2,48.0,74.22022,54.6,2230.0
2,48.0,74.04338,54.3,2254.0
2,48.0,73.88359,53.9,2277.0
2,48.0,73.78683,53.7,2301.0
2,48.0,73.76842,53.7,2326.0
2,48.0,73.63862,53.4,2349.0
2,48.0,73.52209,53.2,2374.0
2,48.0,73.47256,53.1,2396.0
2,48.0,73.47256,53.1,2422.0
2,48.0,73.40594,52.9,2445.0
2,48.0,73.24097,52.6,2470.0
2,48.0,73.10505,52.3,2495.0
2,48.0,73.03427,52.2,2523.0
2,48.0,72.91678,51.9,2550.0
2,48.0,72.88209,51.8,2571.0
2,48.0,72.88209,51.8,2591.0
2,48.0,72.72434,51.5,2614.0
2,48.0,72.68948,51.4,2633.0
2,48.0,72.58898,51.2,2678.0
2,48.0,72.52575,51.1,2701.0
2,48.0,72.41285,50.9,2722.0
2,48.0,72.37859,50.8,2746.0
2,48.0,72.29294,50.6,2772.0
2,48.0,72.28236,50.6,2792.0
2,48.0,72.16272,50.3,2814.0
2,48.0,72.09504,50.2,2834.0
2,48.0,72.0517,50.1,2855.0
2,48.0,72.04413,50.1,2878.0
2,48.0,71.89127,49.8,2903.0
2,48.0,71.78034,49.5,2925.0
2,48.0,71.75567,49.5,2944.0
2,48.0,71.67633,49.3,2963.0
2,48.0,71.65723,49.3,2983.0
2,48.0,71.58935,49.1,3002.0
2,48.0,71.54625,49.1,3027.0
2,48.0,71.50793,49.0,3048.0
2,48.0,71.40051,48.8,3068.0
2,48.0,71.37768,48.7,3088.0
2,48.0,71.36367,48.7,3108.0
2,48.0,71.26864,48.5,3135.0
2,48.0,71.22064,48.4,3155.0
2,48.0,71.14381,48.2,3175.0
2,48.0,71.09516,48.1,3194.0
2,48.0,71.06883,48.1,3240.0
2,48.0,71.0224,48.0,3262.0
2,48.0,70.95525,47.8,3285.0
2,48.0,70.91709,47.7,3306.0
2,48.0,70.90574,47.7,3329.0
2,48.0,70.83981,47.6,3352.0
2,48.0,70.82774,47.6,3373.0
2,48.0,70.74321,47.4,3394.0
2,48.0,70.67818,47.2,3414.0
2,48.0,70.62969,47.1,3435.0
2,48.0,70.6193,47.1,3462.0
2,48.0,70.53407,46.9,3482.0
2,48.0,70.50842,46.9,3503.0
2,48.0,70.43598,46.7,3525.0
2,48.0,70.37162,46.6,3555.0
2,48.0,70.35576,46.6,3585.0
2,48.0,70.28449,46.4,3615.0
2,48.0,70.21484,46.3,3635.0
2,48.0,70.17352,46.2,3655.0
2,48.0,70.14141,46.1,3676.0
2,48.0,70.06857,46.0,3697.0
2,48.0,70.03969,45.9,3718.0
2,48.0,70.03264,45.9,3744.0
2,48.0,69.98955,45.8,3765.0
2,48.0,69.9123,45.7,3791.0
2,48.0,69.86219,45.5,3817.0
2,48.0,69.81843,45.5,3839.0
2,48.0,69.79201,45.4,3865.0
2,48.0,69.75663,45.3,3890.0
2,48.0,69.7183,45.2,3914.0
2,48.0,69.67311,45.2,3938.0
2,48.0,69.60613,45.0,3958.0
2,48.0,69.54649,44.9,3978.0
2,48.0,69.52337,44.8,3999.0
2,48.0,69.52337,44.8,4025.0
2,48.0,69.44401,44.7,4045.0
2,48.0,69.3971,44.6,4067.0
2,48.0,69.38715,44.6,4087.0
2,48.0,69.34727,44.5,4123.0
2,48.0,69.34675,44.5,4145.0
2,48.0,69.30604,44.4,4168.0
2,48.0,69.27494,44.3,4194.0
2,48.0,69.24561,44.3,4219.0
2,48.0,69.17184,44.1,4245.0
2,48.0,69.13908,44.0,4270.0
2,48.0,69.09793,44.0,4300.0
2,48.0,69.05325,43.9,4330.0
2,48.0,69.03348,43.8,4354.0
2,48.0,68.99154,43.7,4373.0
2,48.0,68.97158,43.7,4392.0
2,48.0,68.91978,43.6,4409.0
2,48.0,68.9114,43.6,4430.0
2,48.0,68.87343,43.5,4453.0
2,48.0,68.83467,43.4,4481.0
2,48.0,68.8043,43.3,4500.0
2,48.0,68.77424,43.3,4520.0
2,48.0,68.70437,43.1,4544.0
2,48.0,68.70437,43.1,4563.0
2,48.0,68.64332,43.0,4583.0
2,48.0,68.62089,43.0,4608.0
2,48.0,68.58462,42.9,4629.0
2,48.0,68.54776,42.8,4652.0
2,48.0,68.52176,42.8,4672.0
2,48.0,68.49311,42.7,4692.0
2,48.0,68.46717,42.6,4716.0
2,48.0,68.42326,42.5,4735.0
2,48.0,68.37814,42.5,4754.0
2,48.0,68.35437,42.4,4774.0
2,48.0,68.3303,42.4,4794.0
2,48.0,68.3106,42.3,4815.0
2,48.0,68.28707,42.3,4833.0
2,48.0,68.24783,42.2,4855.0
2,48.0,68.21761,42.1,4874.0
2,48.0,68.17721,42.0,4893.0
2,48.0,68.15079,42.0,4919.0
2,48.0,68.13547,41.9,4942.0
2,48.0,68.0947,41.9,4992.0
2,48.0,68.08238,41.8,5020.0
2,48.0,68.04379,41.8,5045.0
2,48.0,67.97924,41.6,5068.0
2,48.0,67.95741,41.6,5087.0
2,48.0,67.93583,41.5,5105.0
2,48.0,67.90636,41.5,5126.0
2,48.0,67.87498,41.4,5146.0
2,48.0,67.85602,41.4,5166.0
2,48.0,67.82544,41.3,5187.0
2,48.0,67.78759,41.2,5208.0
2,48.0,67.75,41.1,5226.0
2,48.0,67.74357,41.1,5245.0
2,48.0,67.71913,41.1,5267.0
2,48.0,67.70463,41.1,5293.0
2,48.0,67.67241,41.0,5318.0
2,48.0,67.633,40.9,5336.0
2,48.0,67.59891,40.8,5358.0
2,48.0,67.59198,40.8,5381.0
2,48.0,67.54849,40.7,5404.0
2,48.0,67.53427,40.7,5430.0
2,48.0,67.5099,40.6,5458.0
2,48.0,67.47925,40.6,5483.0
2,48.0,67.45056,40.5,5503.0
2,48.0,67.42633,40.5,5524.0
2,48.0,67.40348,40.4,5544.0
2,48.0,67.3787,40.4,5565.0
2,48.0,67.37144,40.4,5586.0
2,48.0,67.34722,40.3,5606.0
2,48.0,67.31285,40.2,5627.0
2,48.0,67.30867,40.2,5654.0
2,48.0,67.27488,40.2,5682.0
2,48.0,67.247,40.1,5701.0
2,48.0,67.21887,40.0,5721.0
2,48.0,67.18873,40.0,5739.0
2,48.0,67.16901,39.9,5764.0
2,48.0,67.14603,39.9,5786.0
2,48.0,67.11719,39.8,5805.0
2,48.0,67.08649,39.8,5826.0
2,48.0,67.08295,39.8,5871.0
2,48.0,67.05987,39.7,5893.0
2,48.0,67.05155,39.7,5919.0
2,48.0,66.99445,39.6,5945.0
2,48.0,66.99445,39.6,5967.0
2,48.0,66.94653,39.5,5993.0
2,48.0,66.91877,39.4,6019.0
2,48.0,66.88589,39.3,6042.0
2,48.0,66.87314,39.3,6062.0
2,48.0,66.86773,39.3,6081.0
2,48.0,66.83137,39.2,6099.0
2,48.0,66.80583,39.2,6119.0
2,48.0,66.77914,39.1,6138.0
2,48.0,66.75652,39.1,6157.0
2,48.0,66.73786,39.0,6180.0
2,48.0,66.70509,39.0,6201.0
2,48.0,66.68964,38.9,6224.0
2,48.0,66.65506,38.9,6244.0
2,48.0,66.63457,38.8,6269.0
2,48.0,66.61211,38.8,6286.0
2,48.0,66.61211,38.8,6308.0
2,48.0,66.57229,38.7,6329.0
2,48.0,66.56104,38.7,6354.0
2,48.0,66.53564,38.6,6380.0
2,48.0,66.51898,38.6,6399.0
2,48.0,66.51197,38.6,6400.0
2,48.0,66.51197,38.6,6418.0
2,48.0,66.46929,38.5,6441.0
2,48.0,66.44498,38.4,6465.0
2,48.0,66.4209,38.4,6491.0
2,48.0,66.40547,38.3,6518.0
2,48.0,66.37516,38.3,6543.0
2,48.0,66.34878,38.2,6567.0
2,48.0,66.33107,38.2,6593.0
2,48.0,66.30543,38.1,6621.0
2,48.0,66.28769,38.1,6640.0
2,48.0,66.27186,38.1,6657.0
2,48.0,66.24287,38.0,6678.0
2,48.0,66.21375,37.9,6701.0
2,48.0,66.19894,37.9,6723.0
2,48.0,66.19894,37.9,6748.0
2,48.0,66.16119,37.8,6768.0
2,48.0,66.15311,37.8,6806.0
2,48.0,66.14255,37.8,6830.0
2,48.0,66.13155,37.8,6848.0
2,48.0,66.10032,37.7,6867.0
2,48.0,66.0819,37.7,6887.0
2,48.0,66.04937,37.6,6906.0
2,48.0,66.02034,37.5,6925.0
2,48.0,65.98905,37.5,6944.0
2,48.0,65.98905,37.5,6962.0
2,48.0,65.96389,37.4,6982.0
2,48.0,65.94787,37.4,7009.0
2,48.0,65.92245,37.3,7037.0
2,48.0,65.90607,37.3,7061.0
2,48.0,65.88193,37.3,7086.0
2,48.0,65.84779,37.2,7103.0
2,48.0,65.82637,37.1,7120.0
2,48.0,65.80463,37.1,7141.0
2,48.0,65.80064,37.1,7166.0
2,48.0,65.77317,37.0,7192.0
2,48.0,65.75541,37.0,7218.0
2,48.0,65.73905,37.0,7241.0
2,48.0,65.71619,36.9,7265.0
2,48.0,65.68951,36.9,7290.0
2,48.0,65.66935,36.8,7317.0
2,48.0,65.65984,36.8,7343.0
2,48.0,65.64903,36.8,7362.0
2,48.0,65.62359,36.7,7385.0
2,48.0,65.59104,36.6,7404.0
2,48.0,65.58347,36.6,7421.0
2,48.0,65.56096,36.6,7443.0
2,48.0,65.54814,36.6,7469.0
2,48.0,65.53309,36.5,7486.0
2,48.0,65.51516,36.5,7505.0
2,48.0,65.50582,36.5,7524.0
2,48.0,65.47746,36.4,7543.0
2,48.0,65.46789,36.4,7562.0
2,48.0,65.44856,36.4,7586.0
2,48.0,65.42734,36.3,7620.0
2,48.0,65.42394,36.3,7647.0
2,48.0,65.41627,36.3,7674.0
2,48.0,65.37996,36.2,7701.0
2,48.0,65.36215,36.2,7720.0
2,48.0,65.34481,36.1,7749.0
2,48.0,65.33404,36.1,7770.0
2,48.0,65.31551,36.1,7791.0
2,48.0,65.29295,36.0,7812.0
2,48.0,65.27003,36.0,7837.0
2,48.0,65.25788,36.0,7862.0
2,48.0,65.24713,35.9,7889.0
2,48.0,65.24101,35.9,7907.0
2,48.0,65.1998,35.8,7927.0
2,48.0,65.18764,35.8,7945.0
2,48.0,65.15938,35.7,7969.0
2,48.0,65.14076,35.7,7987.0
2,48.0,65.12764,35.7,8006.0
2,48.0,65.11365,35.7,8026.0
2,48.0,65.09557,35.6,8046.0
2,48.0,65.0637,35.5,8067.0
2,48.0,65.05598,35.5,8087.0
2,48.0,65.0336,35.5,8106.0
2,48.0,64.99744,35.4,8125.0
2,48.0,64.98993,35.4,8142.0
2,48.0,64.97208,35.4,8161.0
2,48.0,64.95957,35.3,8180.0
2,48.0,64.94375,35.3,8198.0
2,48.0,64.93169,35.3,8216.0
2,48.0,64.91455,35.2,8237.0
2,48.0,64.90466,35.2,8256.0
2,48.0,64.89411,35.2,8289.0
2,48.0,64.86841,35.1,8317.0
2,48.0,64.85598,35.1,8345.0
2,48.0,64.82916,35.1,8372.0
2,48.0,64.80322,35.0,8398.0
2,48.0,64.79279,35.0,8423.0
2,48.0,64.7722,34.9,8449.0
2,48.0,64.7722,34.9,8450.0
2,48.0,64.75739,34.9,8472.0
2,48.0,64.75481,34.9,8502.0
2,48.0,64.72326,34.8,8527.0
2,48.0,64.69631,34.8,8573.0
2,48.0,64.68693,34.8,8592.0
2,48.0,64.67575,34.7,8612.0
2,48.0,64.64645,34.7,8632.0
2,48.0,64.6258,34.6,8679.0
2,48.0,64.61186,34.6,8698.0
2,48.0,64.59986,34.6,8717.0
2,48.0,64.58776,34.6,8743.0
2,48.0,64.56988,34.5,8765.0
2,48.0,64.56889,34.5,8795.0
2,48.0,64.54199,34.5,8819.0
2,48.0,64.51322,34.4,8845.0
2,48.0,64.49919,34.4,8870.0
2,48.0,64.4806,34.3,8896.0
2,48.0,64.46633,34.3,8923.0
2,48.0,64.4519,34.3,8948.0
2,48.0,64.43307,34.2,8972.0
2,48.0,64.41358,34.2,8995.0
2,48.0,64.39128,34.1,9022.0
2,48.0,64.38299,34.1,9042.0
2,48.0,64.37108,34.1,9062.0
2,48.0,64.36324,34.1,9087.0
2,48.0,64.34557,34.1,9112.0
2,48.0,64.33411,34.0,9135.0
2,48.0,64.32193,34.0,9176.0
2,48.0,64.29438,33.9,9202.0
2,48.0,64.28102,33.9,9228.0
2,48.0,64.27306,33.9,9258.0
2,48.0,64.26531,33.9,9285.0
2,48.0,64.23002,33.8,9314.0
2,48.0,64.21141,33.8,9344.0
2,48.0,64.19892,33.7,9373.0
2,48.0,64.18704,33.7,9401.0
2,48.0,64.16417,33.7,9429.0
2,48.0,64.16194,33.7,9454.0
2,48.0,64.13772,33.6,9477.0
2,48.0,64.12554,33.6,9504.0
2,48.0,64.1074,33.6,9529.0
2,48.0,64.08619,33.5,9555.0
2,48.0,64.06427,33.5,9583.0
2,48.0,64.05807,33.5,9610.0
2,48.0,64.03758,33.4,9638.0
2,48.0,64.00823,33.4,9665.0
2,48.0,63.99009,33.3,9691.0
2,48.0,63.97325,33.3,9716.0
2,48.0,63.96209,33.3,9738.0
2,48.0,63.95239,33.2,9763.0
2,48.0,63.93821,33.2,9787.0
2,48.0,63.92248,33.2,9809.0
2,48.0,63.90981,33.1,9834.0
2,48.0,63.89315,33.1,9855.0
2,48.0,63.88335,33.1,9880.0
2,48.0,63.86232,33.0,9901.0
2,48.0,63.84297,33.0,9920.0
2,48.0,63.83102,33.0,9949.0
2,48.0,63.82184,33.0,9971.0
2,48.0,63.79936,32.9,9998.0
2,48.0,63.78787,32.9,10024.0
2,48.0,63.77034,32.9,10050.0
2,48.0,63.75132,32.8,10073.0
2,48.0,63.73549,32.8,10115.0
2,48.0,63.72901,32.8,10140.0
2,48.0,63.70383,32.7,10165.0
2,48.0,63.69427,32.7,10187.0
2,48.0,63.69192,32.7,10210.0
2,48.0,63.68845,32.7,10235.0
2,48.0,63.68845,32.7,10261.0
2,48.0,63.65212,32.6,10281.0
2,48.0,63.64139,32.6,10306.0
2,48.0,63.62487,32.6,10331.0
2,48.0,63.61017,32.5,10358.0
2,48.0,63.60433,32.5,10385.0
2,48.0,63.58076,32.5,10404.0
2,48.0,63.57093,32.4,10425.0
2,48.0,63.55022,32.4,10443.0
2,48.0,63.52658,32.3,10462.0
2,48.0,63.51885,32.3,10482.0
2,48.0,63.50073,32.3,10501.0
2,48.0,63.49081,32.3,10528.0
2,48.0,63.47083,32.2,10551.0
2,48.0,63.46071,32.2,10579.0
2,48.0,63.44739,32.2,10606.0
2,48.0,63.43373,32.2,10626.0
2,48.0,63.42481,32.1,10645.0
2,48.0,63.41284,32.1,10663.0
2,48.0,63.39845,32.1,10687.0
2,48.0,63.38103,32.0,10709.0
2,48.0,63.37105,32.0,10734.0
2,48.0,63.35675,32.0,10756.0
2,48.0,63.34809,32.0,10774.0
2,48.0,63.339,32.0,10791.0
2,48.0,63.32464,31.9,10812.0
2,48.0,63.31379,31.9,10837.0
2,48.0,63.29971,31.9,10879.0
2,48.0,63.28595,31.8,10905.0
2,48.0,63.26439,31.8,10933.0
2,48.0,63.25134,31.8,10959.0
2,48.0,63.24011,31.8,10983.0
2,48.0,63.22552,31.7,11008.0
2,48.0,63.2106,31.7,11034.0
2,48.0,63.20627,31.7,11066.0
2,48.0,63.1868,31.6,11085.0
2,48.0,63.17755,31.6,11109.0
2,48.0,63.15904,31.6,11134.0
2,48.0,63.14434,31.6,11158.0
2,48.0,63.11865,31.5,11184.0
2,48.0,63.11094,31.5,11209.0
2,48.0,63.09869,31.5,11235.0
2,48.0,63.0908,31.4,11257.0
2,48.0,63.08186,31.4,11287.0
2,48.0,63.05925,31.4,11306.0
2,48.0,63.04922,31.4,11330.0
2,48.0,63.03922,31.3,11354.0
2,48.0,63.02171,31.3,11383.0
2,48.0,63.01106,31.3,11411.0
2,48.0,62.99998,31.2,11441.0
2,48.0,62.99472,31.2,11460.0
2,48.0,62.96984,31.2,11478.0
2,48.0,62.9618,31.2,11497.0
2,48.0,62.9489,31.1,11517.0
2,48.0,62.93392,31.1,11544.0
2,48.0,62.92655,31.1,11572.0
2,48.0,62.91468,31.1,11599.0
2,48.0,62.89804,31.0,11622.0
2,48.0,62.88663,31.0,11650.0
2,48.0,62.87077,31.0,11677.0
2,48.0,62.8643,31.0,11700.0
2,48.0,62.85617,31.0,11722.0
2,48.0,62.8335,30.9,11747.0
2,48.0,62.81814,30.9,11771.0
2,48.0,62.80218,30.8,11811.0
2,48.0,62.79396,30.8,11835.0
2,48.0,62.77931,30.8,11862.0
2,48.0,62.76258,30.8,11888.0
2,48.0,62.74991,30.7,11913.0
2,48.0,62.74128,30.7,11932.0
2,48.0,62.72714,30.7,11956.0
2,48.0,62.70995,30.6,11982.0
2,48.0,62.69904,30.6,12010.0
2,48.0,62.68447,30.6,12034.0
2,48.0,62.6724,30.6,12058.0
2,48.0,62.66256,30.5,12084.0
2,48.0,62.64844,30.5,12102.0
2,48.0,62.62949,30.5,12122.0
2,48.0,62.62334,30.5,12141.0
2,48.0,62.61832,30.5,12163.0
2,48.0,62.59768,30.4,12183.0
2,48.0,62.58547,30.4,12201.0
2,48.0,62.57866,30.4,12220.0
2,48.0,62.56401,30.3,12249.0
2,48.0,62.55176,30.3,12273.0
2,48.0,62.5397,30.3,12297.0
2,48.0,62.52998,30.3,12320.0
2,48.0,62.51453,30.2,12347.0
2,48.0,62.50693,30.2,12387.0
2,48.0,62.49485,30.2,12412.0
2,48.0,62.4853,30.2,12439.0
2,48.0,62.47582,30.2,12462.0
2,48.0,62.46239,30.1,12488.0
2,48.0,62.45496,30.1,12513.0
2,48.0,62.44908,30.1,12547.0
2,48.0,62.43507,30.1,12575.0
2,48.0,62.41989,30.0,12601.0
